Date,AAPL,AMZN,DELL,FB,GOOG,LNKD,MSFT,NFLX,TWTR,VMW
2011-01-06,47.68,185.86,14.26,,306.44,,28.82,25.43,,94.54
2011-01-05,47.71,187.42,13.87,,304.23,,28.0,25.68,,94.41
2011-01-04,47.33,185.01,13.69,,300.76,,28.09,25.91,,93.17
2011-01-03,47.08,184.22,13.69,,301.87,,27.98,25.49,,92.97
2010-12-31,46.08,180.0,13.55,,296.69,,27.91,25.1,,88.91
2010-12-30,46.24,182.75,13.65,,299.13,,27.85,25.69,,89.75
2010-12-29,46.47,183.37,13.65,,300.2,,27.97,25.75,,89.8
2010-12-28,46.5,181.09,13.69,,299.16,,28.01,26.24,,90.16
2010-12-27,46.38,182.14,13.77,,300.89,,28.07,25.72,,91.02
2010-12-23,46.23,182.59,13.79,,301.81,,28.3,26.37,,88.95
2010-12-22,46.45,184.76,13.88,,302.44,,28.19,26.48,,88.38
2010-12-21,46.32,184.75,13.84,,301.23,,28.07,26.61,,89.12
2010-12-20,46.03,183.29,13.36,,297.23,,27.81,25.44,,88.69
2010-12-17,45.8,177.58,13.64,,295.1,,27.9,25.72,,88.7
2010-12-16,45.89,178.04,13.33,,295.56,,27.99,25.95,,88.01
2010-12-15,45.77,175.57,13.29,,294.85,,27.85,25.5,,86.12
2010-12-14,45.76,173.94,13.31,,297.16,,27.62,25.49,,87.57
2010-12-13,45.95,174.25,13.36,,297.01,,27.24,26.26,,89.58
2010-12-10,45.79,175.62,13.89,,295.81,,27.34,27.8,,88.8
2010-12-09,45.68,174.85,13.65,,295.45,,27.08,27.29,,87.83
2010-12-08,45.86,176.29,13.68,,294.97,,27.23,26.89,,87.76
2010-12-07,45.46,176.77,13.6,,293.28,,26.87,27.12,,84.74
2010-12-06,45.74,178.05,13.7,,288.89,,26.84,27.64,,86.05
2010-12-03,45.35,175.68,13.69,,286.21,,27.02,26.49,,85.76
2010-12-02,45.45,176.53,13.65,,285.62,,26.89,27.63,,84.83
2010-12-01,45.2,176.55,13.41,,281.89,,26.04,28.59,,83.96
2010-11-30,44.45,175.4,13.22,,277.58,,25.26,29.41,,81.52
2010-11-29,45.27,179.49,13.57,,290.76,,25.31,28.42,,81.37
2010-11-26,45.0,177.2,13.65,,294.7,,25.25,27.41,,81.12
2010-11-24,44.97,177.25,13.88,,297.19,,25.37,26.97,,81.61
2010-11-23,44.1,168.2,13.82,,291.21,,25.12,26.82,,79.09
2010-11-22,44.77,170.39,13.96,,295.31,,25.73,26.9,,82.14
2010-11-19,43.82,164.82,13.9,,295.12,,25.69,24.72,,80.9
2010-11-18,44.06,164.17,13.66,,297.98,,25.84,24.05,,78.95
2010-11-17,42.93,158.35,13.35,,291.48,,25.57,23.81,,75.51
2010-11-16,43.08,157.78,13.4,,291.57,,25.81,23.63,,76.62
2010-11-15,43.86,158.9,13.51,,297.44,,26.2,24.04,,78.74
2010-11-12,44.0,165.68,13.42,,301.34,,26.27,24.71,,80.99
2010-11-11,45.24,170.37,13.93,,308.29,,26.68,25.02,,83.27
2010-11-10,45.43,173.33,14.49,,311.13,,26.94,25.27,,83.15
2010-11-09,45.15,170.27,14.41,,312.1,,26.95,24.35,,80.8
2010-11-08,45.52,171.99,14.29,,313.07,,26.81,24.16,,80.34
2010-11-05,45.3,170.77,14.46,,312.23,,26.85,24.01,,77.5
2010-11-04,45.47,168.93,14.52,,311.82,,27.14,23.97,,77.28
2010-11-03,44.69,168.47,14.48,,309.78,,27.03,24.49,,78.74
2010-11-02,44.19,164.61,14.36,,307.49,,27.39,24.52,,77.66
2010-11-01,43.45,162.58,14.41,,307.19,,26.95,23.91,,76.63
2010-10-29,43.0,165.23,14.4,,306.54,,26.66,24.8,,76.46
2010-10-28,43.61,166.84,14.59,,308.98,,26.28,25.1,,76.57
2010-10-27,43.98,167.51,14.67,,307.93,,26.05,25.5,,78.25
2010-10-26,44.01,169.95,14.51,,308.99,,25.9,25.37,,75.42
2010-10-25,44.12,169.0,14.71,,307.94,,25.19,23.83,,77.24
2010-10-22,43.92,169.13,14.58,,305.96,,25.38,24.01,,75.9
2010-10-21,44.22,164.97,14.6,,305.69,,25.42,24.67,,75.42
2010-10-20,44.36,158.67,14.69,,303.69,,25.31,21.88,,73.39
2010-10-19,44.21,158.67,14.49,,303.61,,25.1,21.33,,73.12
2010-10-18,45.43,163.56,14.66,,308.55,,25.82,21.86,,78.35
2010-10-15,44.96,164.64,14.49,,300.42,,25.54,22.25,,77.63
2010-10-14,43.19,155.53,14.27,,270.19,,25.23,21.83,,80.15
2010-10-13,42.88,155.17,14.13,,271.38,,25.34,22.09,,78.24
2010-10-12,42.65,156.48,13.92,,270.42,,24.83,22.2,,77.92
2010-10-11,42.19,153.03,13.73,,269.15,,24.59,21.96,,75.4
2010-10-08,42.01,155.55,13.69,,267.91,,24.57,21.38,,79.19
2010-10-07,41.32,156.27,13.27,,264.74,,24.53,21.63,,77.39
2010-10-06,41.31,155.4,13.22,,266.91,,24.43,21.47,,77.56
2010-10-05,41.28,160.87,13.4,,268.85,,24.35,22.31,,85.22
2010-10-04,39.81,155.39,12.9,,260.91,,23.91,22.34,,82.43
2010-10-01,40.36,153.71,13.04,,262.55,,24.38,22.09,,85.51
2010-09-30,40.54,157.06,12.97,,262.63,,24.49,23.17,,84.94
2010-09-29,41.05,158.99,12.99,,263.58,,24.5,24.38,,87.8
2010-09-28,40.98,159.7,12.71,,263.32,,24.68,23.12,,87.7
2010-09-27,41.6,159.37,12.64,,264.94,,24.73,23.57,,87.51
2010-09-24,41.76,160.73,12.65,,263.38,,24.78,23.17,,87.72
2010-09-23,41.27,152.85,12.15,,256.48,,24.43,22.92,,85.4
2010-09-22,41.11,151.83,12.38,,257.74,,24.61,22.42,,86.51
2010-09-21,40.54,150.73,12.6,,256.47,,25.15,21.03,,86.46
2010-09-20,40.46,151.3,12.67,,253.89,,25.43,20.41,,87.43
2010-09-17,39.34,148.32,12.45,,244.83,,25.22,20.07,,84.81
2010-09-16,39.51,148.13,12.42,,240.29,,25.33,20.07,,84.76
2010-09-15,38.6,145.45,12.3,,240.08,,25.12,20.45,,85.75
2010-09-14,38.29,145.75,12.38,,239.97,,25.03,20.95,,86.44
2010-09-13,38.15,145.07,12.31,,240.89,,25.11,21.13,,84.2
2010-09-10,37.63,142.44,12.06,,237.83,,23.85,20.88,,84.9
2010-09-09,37.58,140.38,12.38,,237.85,,24.01,20.81,,84.54
2010-09-08,37.56,139.14,12.54,,235.05,,23.93,20.86,,84.23
2010-09-07,36.83,137.22,12.32,,231.97,,23.96,20.26,,82.93
2010-09-03,36.97,138.79,12.59,,234.91,,24.29,19.78,,84.43
2010-09-02,36.02,135.21,12.36,,231.36,,23.94,19.71,,82.75
2010-09-01,35.76,132.49,12.12,,229.94,,23.9,19.27,,81.58
2010-08-31,34.73,124.83,11.77,,224.78,,23.46,17.93,,78.42
2010-08-30,34.64,123.79,12.02,,226.12,,23.64,17.59,,78.36
2010-08-27,34.52,126.64,11.89,,229.19,,23.93,18.01,,79.27
2010-08-26,34.33,124.86,11.75,,225.26,,23.82,17.98,,78.15
2010-08-25,34.7,126.85,11.78,,227.08,,24.1,17.75,,77.72
2010-08-24,34.28,124.53,11.58,,225.47,,24.04,17.33,,79.17
2010-08-23,35.11,126.6,11.94,,231.8,,24.28,18.13,,81.35
2010-08-20,35.66,127.76,12.07,,230.78,,24.23,18.57,,81.79
2010-08-19,35.7,127.57,12.04,,233.75,,24.44,18.32,,78.06
2010-08-18,36.15,129.65,12.19,,240.83,,24.82,17.96,,77.97
2010-08-17,36.0,128.86,12.06,,245.01,,24.71,19.0,,78.07
2010-08-16,35.38,126.07,11.96,,242.55,,24.5,19.6,,77.16
2010-08-13,35.59,124.69,12.01,,242.93,,24.4,18.89,,76.38
2010-08-12,35.97,126.56,11.99,,245.76,,24.49,19.01,,74.07
2010-08-11,35.74,125.89,12.1,,245.62,,24.86,18.07,,76.93
2010-08-10,37.06,130.0,12.45,,251.6,,25.07,17.86,,80.12
2010-08-09,37.39,128.83,12.98,,252.42,,25.61,16.7,,81.16
2010-08-06,37.16,128.32,13.12,,249.86,,25.55,16.9,,80.43
2010-08-05,37.39,127.83,13.13,,253.8,,25.37,15.79,,80.88
2010-08-04,37.57,127.58,13.21,,252.91,,25.73,15.45,,81.91
2010-08-03,37.42,122.42,13.42,,244.67,,26.16,14.92,,79.25
2010-08-02,37.41,120.07,13.61,,244.96,,26.33,14.55,,79.29
2010-07-30,36.75,117.89,13.24,,242.18,,25.81,14.65,,77.53
2010-07-29,36.87,116.86,13.16,,242.25,,26.03,14.0,,76.66
2010-07-28,37.28,117.13,13.5,,241.93,,25.95,14.33,,76.54
2010-07-27,37.73,117.13,13.66,,246.07,,26.16,14.87,,78.49
2010-07-26,37.04,118.4,13.74,,244.24,,26.1,14.68,,77.87
2010-07-23,37.13,118.87,13.51,,244.78,,25.81,15.39,,78.55
2010-07-22,37.0,120.07,13.4,,242.16,,25.84,14.79,,75.66
2010-07-21,36.32,117.43,13.07,,238.51,,25.12,17.09,,73.16
2010-07-20,35.98,120.1,13.36,,240.55,,25.48,17.2,,72.42
2010-07-19,35.08,119.94,13.44,,232.86,,25.23,16.99,,73.35
2010-07-16,35.7,118.49,13.06,,229.57,,24.89,16.91,,72.11
2010-07-15,35.92,122.06,13.64,,246.76,,25.51,17.3,,74.45
2010-07-14,36.1,123.3,13.52,,245.42,,25.44,17.57,,74.09
2010-07-13,35.97,123.65,13.2,,244.36,,25.13,17.27,,71.38
2010-07-12,36.76,119.51,12.84,,237.68,,24.83,17.05,,70.74
2010-07-09,37.09,117.26,12.85,,233.51,,24.27,16.79,,69.99
2010-07-08,36.87,116.22,12.78,,228.05,,24.41,16.71,,69.97
2010-07-07,36.95,113.43,12.46,,224.87,,24.3,16.93,,69.69
2010-07-06,35.52,110.06,11.9,,217.82,,23.82,15.32,,64.81
2010-07-02,35.28,109.14,12.03,,218.06,,23.27,15.3,,63.28
2010-07-01,35.5,110.96,12.03,,219.53,,23.16,15.67,,63.68
2010-06-30,35.93,109.26,12.06,,222.25,,23.01,15.52,,62.59
2010-06-29,36.6,108.61,12.27,,226.9,,23.31,16.08,,64.6
2010-06-28,38.33,117.8,12.95,,235.8,,24.31,16.8,,67.47
2010-06-25,38.1,121.0,12.93,,236.1,,24.53,16.85,,68.03
2010-06-24,38.43,118.33,12.93,,237.31,,25.0,16.46,,67.6
2010-06-23,38.71,121.45,13.82,,240.78,,25.31,16.82,,69.56
2010-06-22,39.12,122.31,13.8,,242.88,,25.77,16.63,,69.0
2010-06-21,38.6,122.55,13.95,,244.04,,25.95,17.0,,70.87
2010-06-18,39.15,125.83,14.04,,249.76,,26.44,18.06,,71.93
2010-06-17,38.84,125.89,14.2,,249.79,,26.37,17.98,,72.52
2010-06-16,38.18,126.9,13.99,,250.38,,26.32,17.81,,71.35
2010-06-15,37.1,126.84,14.0,,248.75,,26.58,17.64,,71.68
2010-06-14,36.33,123.83,13.09,,241.35,,25.5,18.12,,69.9
2010-06-11,36.22,123.03,13.15,,244.01,,25.66,17.24,,69.8
2010-06-10,35.79,123.21,13.07,,243.26,,25.0,16.95,,68.91
2010-06-09,34.74,117.91,12.78,,236.77,,24.79,16.49,,66.56
2010-06-08,35.62,118.84,12.68,,242.15,,25.11,15.76,,66.82
2010-06-07,35.85,122.01,12.93,,242.52,,25.29,15.59,,67.55
2010-06-04,36.57,122.77,13.24,,249.11,,25.79,15.68,,68.29
2010-06-03,37.59,128.76,13.76,,252.55,,26.86,15.98,,70.71
2010-06-02,37.71,126.31,13.12,,246.44,,26.46,15.83,,66.16
2010-06-01,37.26,123.24,13.09,,240.94,,25.89,15.33,,65.23
2010-05-28,36.7,125.46,13.33,,242.57,,25.8,15.88,,66.21
2010-05-27,36.19,126.7,13.4,,244.98,,26.0,15.55,,66.6
2010-05-26,34.87,123.21,13.25,,237.5,,25.01,14.97,,64.48
2010-05-25,35.03,124.86,13.33,,238.3,,26.07,15.0,,61.27
2010-05-24,35.25,122.12,13.44,,238.34,,26.27,14.52,,61.75
2010-05-21,34.62,122.72,13.35,,235.79,,26.84,14.21,,60.34
2010-05-20,33.97,119.71,14.32,,237.27,,27.11,13.57,,57.86
2010-05-19,35.48,124.59,14.98,,246.97,,28.24,14.37,,58.82
2010-05-18,36.05,126.28,15.0,,248.94,,28.6,14.57,,59.78
2010-05-17,36.32,128.91,15.22,,253.73,,28.94,15.19,,60.25
2010-05-14,36.26,128.53,15.15,,253.51,,28.93,14.37,,60.2
2010-05-13,36.91,131.47,15.44,,255.18,,29.24,15.72,,62.19
2010-05-12,37.44,133.87,15.72,,252.44,,29.44,15.4,,62.84
2010-05-11,36.65,130.46,15.48,,254.27,,28.88,14.26,,60.87
2010-05-10,36.28,131.29,15.38,,260.56,,28.94,13.93,,60.64
2010-05-07,33.69,124.98,15.01,,246.32,,28.21,13.01,,56.44
2010-05-06,35.18,128.71,15.2,,249.09,,28.98,13.85,,58.65
2010-05-05,36.57,130.93,15.77,,254.63,,29.85,14.03,,60.75
2010-05-04,36.95,129.83,15.66,,252.93,,30.13,14.19,,60.56
2010-05-03,38.05,137.49,16.38,,265.03,,30.86,14.57,,62.69
2010-04-30,37.3,137.1,16.2,,262.58,,30.54,14.13,,61.64
2010-04-29,38.38,141.73,16.65,,265.73,,31.0,14.74,,62.5
2010-04-28,37.37,139.35,16.51,,264.33,,30.91,14.2,,62.5
2010-04-27,37.43,142.02,16.53,,264.26,,30.84,14.58,,61.77
2010-04-26,38.5,147.11,17.02,,265.55,,31.11,15.45,,63.55
2010-04-23,38.69,143.63,17.5,,272.22,,30.96,14.25,,62.64
2010-04-22,38.07,150.09,17.46,,273.26,,31.39,14.32,,61.48
2010-04-21,37.03,146.43,17.17,,276.87,,31.33,12.43,,61.66
2010-04-20,34.94,144.2,17.01,,277.24,,31.36,12.44,,56.52
2010-04-19,35.3,142.43,16.9,,274.77,,31.04,12.11,,55.56
2010-04-16,35.34,142.17,16.76,,274.8,,30.67,12.19,,56.39
2010-04-15,35.56,145.82,16.86,,297.35,,30.87,12.4,,56.43
2010-04-14,35.1,144.28,16.56,,294.21,,30.82,12.51,,56.65
2010-04-13,34.63,140.16,15.72,,293.09,,30.45,12.34,,56.64
2010-04-12,34.61,141.2,15.93,,286.08,,30.32,11.88,,57.25
2010-04-09,34.54,140.06,15.83,,282.83,,30.34,11.77,,54.71
2010-04-08,34.28,140.96,15.76,,283.46,,29.92,11.69,,53.87
2010-04-07,34.37,134.87,15.69,,281.49,,29.35,11.39,,53.78
2010-04-06,34.22,135.56,15.57,,283.83,,29.32,11.91,,54.6
2010-04-05,34.07,131.49,15.2,,285.22,,29.27,11.43,,53.91
2010-03-31,33.57,135.77,15.02,,283.28,,29.29,10.53,,53.3
2010-03-30,33.69,136.58,14.97,,283.07,,29.77,10.72,,52.98
2010-03-29,33.2,135.12,14.96,,280.94,,29.59,10.56,,53.21
2010-03-26,32.99,135.06,14.99,,281.06,,29.66,10.61,,53.53
2010-03-25,32.38,134.73,14.87,,281.16,,30.01,10.51,,54.49
2010-03-24,32.77,128.04,14.99,,278.39,,29.65,10.34,,54.3
2010-03-23,32.62,129.26,15.22,,274.23,,29.88,10.42,,54.35
2010-03-22,32.11,130.47,14.62,,278.47,,29.6,10.41,,53.78
2010-03-19,31.75,130.35,14.41,,279.72,,29.59,10.06,,52.98
2010-03-18,32.09,132.76,14.55,,282.92,,29.61,10.08,,52.85
2010-03-17,32.02,131.34,14.59,,282.5,,29.63,10.13,,53.47
2010-03-16,32.06,131.79,14.3,,282.32,,29.37,10.09,,54.03
2010-03-15,31.98,131.13,14.26,,281.31,,29.29,9.94,,53.73
2010-03-12,32.37,131.82,14.26,,289.48,,29.27,10.0,,53.68
2010-03-11,32.21,133.58,14.21,,290.28,,29.18,10.17,,54.03
2010-03-10,32.12,130.51,14.31,,287.94,,28.97,10.18,,54.28
2010-03-09,31.86,128.82,14.18,,279.81,,28.8,9.99,,53.89
2010-03-08,31.3,130.11,14.01,,280.96,,28.63,9.81,,54.23
2010-03-05,31.28,128.91,13.88,,281.82,,28.59,9.66,,53.94
2010-03-04,30.1,128.53,13.67,,277.02,,28.63,9.72,,51.77
2010-03-03,29.9,125.89,13.71,,272.39,,28.46,9.65,,50.75
2010-03-02,29.84,125.53,13.68,,270.26,,28.46,9.85,,50.97
2010-03-01,29.86,124.54,13.57,,266.08,,29.02,9.96,,50.27
2010-02-26,29.23,118.4,13.24,,263.14,,28.67,9.44,,49.51
2010-02-25,28.86,118.2,13.29,,262.95,,28.6,9.37,,49.08
2010-02-24,28.66,119.72,13.39,,265.47,,28.63,9.24,,48.8
2010-02-23,28.15,117.24,13.21,,267.27,,28.33,9.19,,48.16
2010-02-22,28.63,118.01,13.36,,271.13,,28.73,9.32,,48.37
2010-02-19,28.81,117.52,13.47,,270.11,,28.77,9.52,,48.5
2010-02-18,28.99,118.08,14.43,,271.34,,28.97,9.44,,48.26
2010-02-17,28.94,116.31,14.11,,268.83,,28.59,9.22,,47.4
2010-02-16,29.06,117.53,14.14,,270.38,,28.35,9.27,,47.11
2010-02-12,28.63,119.66,13.84,,266.29,,27.93,9.03,,46.54
2010-02-11,28.38,120.09,13.95,,267.93,,28.12,9.05,,46.45
2010-02-10,27.87,117.36,13.75,,266.96,,27.99,8.78,,45.43
2010-02-09,28.03,118.03,13.55,,267.95,,28.01,8.88,,45.67
2010-02-08,27.73,116.83,13.39,,266.47,,27.72,8.7,,44.25
2010-02-05,27.92,117.39,13.24,,265.38,,28.02,8.69,,44.4
2010-02-04,27.44,115.94,13.01,,263.13,,27.84,8.62,,44.01
2010-02-03,28.46,119.1,13.36,,270.14,,28.63,8.85,,46.29
2010-02-02,27.98,118.12,13.3,,265.29,,28.46,8.84,,45.64
2010-02-01,27.82,118.87,13.22,,266.24,,28.41,8.72,,45.58
2010-01-29,27.44,125.41,12.9,,264.71,,28.18,8.89,,45.41
2010-01-28,28.47,126.03,13.28,,266.88,,29.16,9.01,,46.31
2010-01-27,29.7,122.75,13.53,,270.78,,29.67,7.28,,46.66
2010-01-26,29.42,119.48,13.58,,270.94,,29.5,7.14,,47.29
2010-01-25,29.01,120.31,13.89,,269.73,,29.32,7.02,,42.0
2010-01-22,28.25,121.43,13.64,,274.73,,28.96,7.27,,41.58
2010-01-21,29.72,126.62,14.39,,291.2,,30.01,7.31,,43.94
2010-01-20,30.25,125.78,14.51,,289.91,,30.58,7.32,,44.98
2010-01-19,30.72,127.61,14.81,,293.52,,31.1,7.31,,46.69
2010-01-15,29.42,127.14,14.4,,289.71,,30.86,7.28,,45.92
2010-01-14,29.92,127.35,14.7,,294.63,,30.96,7.28,,47.45
2010-01-13,30.09,129.11,15.07,,293.25,,30.35,7.71,,45.44
2010-01-12,29.67,127.35,15.06,,294.94,,30.07,7.48,,44.63
2010-01-11,30.02,130.31,14.86,,300.25,,30.27,7.6,,44.83
2010-01-08,30.28,133.52,14.85,,300.71,,30.66,7.61,,45.25
2010-01-07,30.08,130.0,14.72,,296.75,,30.45,7.49,,45.14
2010-01-06,30.14,132.25,14.58,,303.83,,30.77,7.62,,45.67
2010-01-05,30.63,134.69,14.87,,311.68,,30.96,7.36,,45.25
2010-01-04,30.57,133.9,14.54,,313.06,,30.95,7.64,,43.57
2009-12-31,30.1,134.52,14.36,,309.68,,30.48,7.87,,42.38
2009-12-30,30.23,136.49,14.79,,311.05,,30.96,7.95,,42.9
2009-12-29,29.87,139.41,14.32,,309.39,,31.39,8.14,,42.86
2009-12-28,30.23,139.31,14.6,,311.12,,31.17,8.19,,42.9
2009-12-24,29.86,138.47,14.79,,308.93,,31.0,8.13,,43.77
2009-12-23,28.87,138.94,14.34,,305.53,,30.92,8.12,,43.18
2009-12-22,28.62,133.75,14.11,,300.26,,30.82,7.66,,42.3
2009-12-21,28.32,132.79,14.11,,299.04,,30.52,7.71,,42.56
2009-12-18,27.92,128.48,13.74,,297.91,,30.36,7.61,,42.1
2009-12-17,27.41,126.91,13.74,,296.67,,29.6,7.68,,40.95
2009-12-16,27.86,128.36,13.7,,298.58,,30.1,7.87,,41.52
2009-12-15,27.74,130.23,13.51,,296.27,,30.02,8.13,,40.7
2009-12-14,28.14,131.38,13.18,,297.57,,30.11,8.06,,41.62
2009-12-11,27.81,134.15,13.12,,294.96,,29.85,7.96,,41.84
2009-12-10,28.06,135.38,13.23,,295.45,,29.87,8.11,,40.36
2009-12-09,28.26,131.31,13.11,,294.22,,29.71,7.99,,42.33
2009-12-08,27.12,134.11,12.81,,293.23,,29.57,7.99,,43.45
2009-12-07,26.99,134.21,13.29,,292.83,,29.79,7.99,,44.54
2009-12-04,27.62,137.58,13.46,,292.21,,29.98,8.03,,44.6
2009-12-03,28.07,141.17,13.46,,292.58,,29.83,8.28,,42.19
2009-12-02,28.03,142.25,13.66,,293.46,,29.78,8.43,,42.08
2009-12-01,28.14,138.5,13.84,,294.64,,30.01,8.32,,42.66
2009-11-30,28.56,135.91,14.12,,291.21,,29.41,8.38,,41.98
2009-11-27,28.66,131.74,14.14,,289.59,,29.22,8.26,,41.3
2009-11-25,29.17,134.03,14.36,,292.58,,29.79,8.46,,42.59
2009-11-24,29.21,132.94,14.32,,291.25,,29.91,8.52,,42.11
2009-11-23,29.41,133.0,14.79,,290.88,,29.94,8.63,,41.61
2009-11-20,28.56,129.66,14.29,,284.7,,29.62,8.57,,40.96
2009-11-19,28.64,128.99,15.87,,286.21,,29.78,8.61,,41.75
2009-11-18,29.42,131.29,16.06,,288.04,,30.11,8.73,,42.98
2009-11-17,29.57,131.25,15.95,,288.46,,30.0,8.68,,42.57
2009-11-16,29.52,131.59,15.96,,287.85,,29.54,8.49,,42.57
2009-11-13,29.21,132.97,15.4,,285.74,,29.63,8.48,,41.13
2009-11-12,28.86,130.53,15.45,,283.64,,29.36,8.31,,39.57
2009-11-11,29.04,129.91,15.59,,284.99,,29.12,8.49,,41.35
2009-11-10,29.0,130.15,15.4,,283.1,,29.01,8.34,,41.6
2009-11-09,28.78,126.67,15.54,,280.97,,28.99,8.17,,41.06
2009-11-06,27.76,126.2,14.86,,275.27,,28.52,7.98,,40.07
2009-11-05,27.72,120.61,14.91,,274.05,,28.47,8.06,,40.74
2009-11-04,27.26,117.1,14.58,,269.89,,28.06,7.74,,39.76
2009-11-03,26.96,118.37,14.59,,268.38,,27.53,7.68,,39.12
2009-11-02,27.04,118.84,14.44,,266.73,,27.88,7.69,,38.45
2009-10-30,26.93,118.81,14.45,,267.79,,27.73,7.64,,38.43
2009-10-29,28.05,122.58,14.93,,275.25,,28.22,7.9,,40.99
2009-10-28,27.49,121.64,14.59,,269.88,,28.02,7.65,,39.56
2009-10-27,28.2,122.07,15.29,,273.87,,28.59,7.75,,41.87
2009-10-26,28.93,124.64,15.37,,276.83,,28.68,7.88,,43.65
2009-10-23,29.13,118.49,15.48,,276.57,,28.02,7.84,,44.37
2009-10-22,29.31,93.45,15.43,,276.77,,26.59,7.09,,44.78
2009-10-21,29.27,93.42,15.15,,275.27,,26.58,6.84,,44.93
2009-10-20,28.39,94.98,15.35,,275.58,,26.37,6.99,,44.64
2009-10-19,27.12,94.68,15.36,,275.77,,26.36,7.11,,44.9
2009-10-16,26.86,95.32,15.28,,274.65,,26.5,7.0,,44.76
2009-10-15,27.22,96.01,15.43,,264.69,,26.71,7.19,,45.57
2009-10-14,27.33,97.46,15.63,,267.39,,25.96,6.87,,45.05
2009-10-13,27.15,94.83,15.31,,262.79,,25.81,6.64,,43.75
2009-10-12,27.26,93.6,15.42,,261.76,,25.72,6.58,,43.77
2009-10-09,27.21,95.71,15.81,,257.87,,25.55,6.7,,42.39
2009-10-08,27.04,95.22,15.82,,256.83,,25.67,6.58,,42.28
2009-10-07,27.18,93.97,15.36,,258.51,,25.1,6.61,,41.84
2009-10-06,27.14,90.91,15.51,,249.12,,25.11,6.6,,41.11
2009-10-05,26.57,88.67,15.15,,244.02,,24.64,6.49,,39.87
2009-10-02,26.41,89.85,15.04,,242.05,,24.96,6.39,,38.67
2009-10-01,25.84,91.04,15.14,,243.36,,24.88,6.37,,37.75
2009-09-30,26.48,93.36,15.26,,247.68,,25.72,6.6,,40.17
2009-09-29,26.48,91.72,15.17,,249.02,,25.75,6.61,,39.52
2009-09-28,26.59,92.21,15.67,,249.02,,25.83,6.57,,39.76
2009-09-25,26.05,90.52,15.34,,245.99,,25.55,6.61,,38.52
2009-09-24,26.26,92.11,15.77,,248.14,,25.94,6.66,,40.2
2009-09-23,26.5,92.38,15.95,,248.98,,25.71,6.69,,40.04
2009-09-22,26.35,93.75,15.73,,249.28,,25.77,6.82,,41.09
2009-09-21,26.29,90.56,16.01,,248.25,,25.3,6.79,,40.16
2009-09-18,26.43,90.28,16.69,,245.48,,25.26,6.77,,40.77
2009-09-17,26.36,90.44,16.86,,245.61,,25.3,6.63,,40.63
2009-09-16,25.98,90.7,16.92,,243.9,,25.2,6.69,,40.66
2009-09-15,25.02,83.55,16.57,,238.53,,25.2,6.42,,40.0
2009-09-14,24.82,83.86,16.39,,237.32,,25.0,6.18,,39.78
2009-09-11,24.59,84.54,16.6,,235.83,,24.86,6.09,,39.24
2009-09-10,24.65,83.85,16.56,,235.23,,25.0,6.21,,38.75
2009-09-09,24.45,82.24,15.92,,231.75,,24.78,6.18,,38.08
2009-09-08,24.7,80.9,15.96,,229.08,,24.82,5.93,,37.32
2009-09-04,24.33,78.87,15.69,,230.42,,24.62,5.85,,36.31
2009-09-03,23.79,78.46,15.25,,228.53,,24.11,5.76,,35.12
2009-09-02,23.6,78.14,15.35,,226.28,,23.86,5.97,,34.0
2009-09-01,23.61,79.16,15.21,,227.65,,24.0,6.02,,33.75
2009-08-31,24.03,81.19,15.83,,230.6,,24.65,6.23,,35.43
2009-08-28,24.29,82.76,15.93,,232.14,,24.68,6.32,,36.03
2009-08-27,24.21,84.31,15.65,,232.8,,24.69,6.25,,34.98
2009-08-26,23.92,84.0,14.67,,233.77,,24.55,6.28,,33.2
2009-08-25,24.2,84.19,14.57,,235.45,,24.64,6.35,,32.04
2009-08-24,24.15,84.5,14.78,,234.13,,24.64,6.33,,31.6
2009-08-21,24.17,85.0,14.49,,232.39,,24.41,6.44,,31.7
2009-08-20,23.76,84.09,14.55,,229.97,,23.67,6.43,,31.16
2009-08-19,23.51,83.0,14.45,,221.76,,23.65,6.41,,30.5
2009-08-18,23.43,82.12,14.43,,222.42,,23.58,6.22,,30.62
2009-08-17,22.8,81.06,13.93,,222.22,,23.25,6.16,,30.12
2009-08-14,23.83,83.58,14.2,,229.77,,23.69,6.36,,31.83
2009-08-13,24.06,84.6,14.29,,230.91,,23.62,6.61,,32.4
2009-08-12,23.62,85.96,13.84,,229.06,,23.53,6.61,,31.59
2009-08-11,23.26,83.56,13.38,,226.74,,23.13,6.58,,31.28
2009-08-10,23.53,84.44,13.59,,228.08,,23.42,6.54,,32.0
2009-08-07,23.64,85.32,13.2,,228.32,,23.56,6.43,,32.77
2009-08-06,23.42,84.47,13.16,,224.95,,23.46,6.21,,32.71
2009-08-05,23.59,84.29,13.63,,225.34,,23.81,6.33,,33.06
2009-08-04,23.65,85.8,13.7,,226.64,,23.77,6.31,,33.2
2009-08-03,23.78,87.44,13.6,,225.88,,23.83,6.42,,33.13
2009-07-31,23.34,85.76,13.38,,221.3,,23.52,6.28,,32.23
2009-07-30,23.26,86.09,13.57,,222.6,,23.81,6.23,,32.31
2009-07-29,22.86,84.34,13.72,,217.9,,23.8,6.1,,31.79
2009-07-28,22.86,84.98,13.97,,219.71,,23.47,6.05,,32.53
2009-07-27,22.87,84.24,13.71,,222.18,,23.11,5.96,,32.85
2009-07-24,22.86,86.49,13.5,,223.14,,23.45,6.03,,33.47
